Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"819-1","Basic","Supplementaries",1991,"Blue baseplate",,1,,5.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.2600,,"",""
"1040-1","Dacta","",1991,"Farm",4,89,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,54.0200,"",""
"1474-1","Basic","Universal Building Set",1991,"Basic Building Set with Gift Item",1,69,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,24.6400,,"",""
"1475-1","Town","Flight",1991,"Airport Security Squad",2,122,,10,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,165.9000,45.9700,"",""
"1476-1","Assorted","Bonus/Value Pack",1991,"Five Set Bonus Pack",,158,,,,,,042884014766,,,,,"",0,0,0,,0,0,,,,,,,,,750.0000,100.0000,"",""
"1477-1","Town","Racing",1991,"Red Race Car Number 3",1,39,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,71.3800,4.4000,"",""
"1478-1","Space","M-Tron",1991,"Mobile Satellite Up-Link",1,31,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,190.5200,25.8100,"",""
"1479-1","Space","Blacktron 2",1991,"Two-Pilot Craft",2,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,201.7000,23.5500,"",""
"1480-1","Castle","Lion Knights",1991,"King's Catapult",1,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,24.0000,"",""
"1481-1","Pirates","",1991,"Pirates Desert Island",1,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,189.4200,18.1400,"",""
"1483-1","Duplo","",1991,"Sailor and Parrot",,19,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1548-1","Promotional","Ferries",1991,"Stena Line Ferry",,172,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,322.1200,49.0000,"",""
"1581-2","Town","Special",1991,"Arla Milk Delivery Truck",1,116,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2305.9800,220.6700,"",""
"1591-2","Duplo","",1991,"Duplo Bucket",2,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1610-1","Town","Police",1991,"Police Car",,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,28.0800,3.0000,"",""
"1611-1","Town","Racing",1991,"Red Race Car",,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,15.0000,3.0000,"",""
"1635-1","Duplo","",1991,"Fire Dispatch",2,18,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1656-1","Town","Fire",1991,"Evacuation Team",2,236,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,150.0000,40.6300,"",""
"1666-1","Basic","",1991,"Brick Vac",1,132,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,45.0000,"",""
"1678-1","Basic","",1991,"Building Set 5+, Special Offer",,44,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.3600,,"",""
"1698-1","Basic","",1991,"Basic Building Set 3+, Special Offer",,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.7500,,"",""
"1878-1","Basic","",1991,"Small Bucket",1,393,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,15.2400,"",""
"1881-1","Basic","",1991,"Play Bucket of Bricks, 3+",1,288,,15,,,5702010918812,,,,,,"",0,0,0,,0,0,,,,,,,,,39.2700,13.9500,"",""
"1882-1","Basic","",1991,"Large Play Bucket, 3+",2,449,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,38.2800,"",""
"1977-2","Duplo","",1991,"Pre-School Building Set (XL)",1,99,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1978-1","Basic","Seasonal",1991,"Santa Claus",,39,,,,,,042884019785,,,,,"",0,0,0,,0,0,,,,,,,,,8.0000,4.8200,"",""
